reviewID,restaurantID,reviewNumber,linkNumber,cityCode,reviewBy,reviewRating,reviewAt,reviewDescription,city
k2375,k29,2375,29,k,Muhammad,1/5 Stars,25-06-21,"Rotten chicken used, very disappointed...",Karachi
k2376,k29,2376,29,k,Ali,5/5 Stars,01-06-21,It was amazing,Karachi
k2377,k29,2377,29,k,Muhib,2/5 Stars,31-05-21,Every thing was good but the quality could be om0roved,Karachi
k2378,k29,2378,29,k,MuhammadNoman,1/5 Stars,29-05-21,The food was basi (stale)... have ordered from here before the quality was good but now they have degraded it... i don't know why they are doing it... but i hope that they get back to their old level soon.,Karachi
k2379,k29,2379,29,k,Coo,1/5 Stars,01-05-21,"Worst exp.
Expired chicken.
Lost of money
They should not play with others life
Food authority must check their products",Karachi
k2380,k29,2380,29,k,Farhan,1/5 Stars,26-04-21,The meal was pathetic and I really disappointed your service this is my last experience with food panda.,Karachi
k2381,k29,2381,29,k,Faizan,5/5 Stars,10-04-21,I hope you will maintain the same quality,Karachi
k2382,k29,2382,29,k,Bilal,5/5 Stars,07-04-21,Everything was quite perfect!! Highly recommended ❤️,Karachi
k2383,k29,2383,29,k,Ashir,5/5 Stars,02-04-21,Absolutely crunchy juicy highly recommend,Karachi
k2384,k29,2384,29,k,Shahrukh,1/5 Stars,03-10-20,Food was under cooked,Karachi
k2385,k29,2385,29,k,Mubashir,1/5 Stars,23-09-20,Food was pathetic..no taste.. No quality... So cold and stale,Karachi
k2386,k29,2386,29,k,Faraz,3/5 Stars,20-09-20,Due to deal stuff was less in shawarma all discount cut from less stuff....clever..,Karachi
k2387,k29,2387,29,k,Muhammad,1/5 Stars,15-09-20,"Fries was missing 😑
Peta bread was also not fresh !",Karachi
k2388,k29,2388,29,k,Maheen,5/5 Stars,14-09-20,The food was less then we orderd.packinging was so bad but,Karachi
k2389,k29,2389,29,k,Hassaan,5/5 Stars,05-09-20,"Zabardast food ... 
Great service",Karachi
k2390,k29,2390,29,k,aroush,5/5 Stars,02-09-20,Food is not hot,Karachi
k2391,k29,2391,29,k,Muhammad,3/5 Stars,31-08-20,Quality not good disappointed ketup and mayonise were not up to the mark.,Karachi
k2392,k29,2392,29,k,aroush,4/5 Stars,31-08-20,Taste is good rider is too late and food is not hot ..,Karachi
k2393,k30,2393,30,k,Mustaqeem,1/5 Stars,29-06-21,"Third class, ghatiya no taste, especially maine instruction dia tha ke ketchup na dhalo phir bhi pagal logon ne dhal dia     very disappointed",Karachi
k2394,k30,2394,30,k,Abdul,3/5 Stars,29-06-21,Food was cold,Karachi
k2395,k30,2395,30,k,Ali,1/5 Stars,24-06-21,Fries nhi bhejy,Karachi
k2396,k30,2396,30,k,Samia,2/5 Stars,20-06-21,I ordered roll... That wasn't fresh and too small,Karachi
k2397,k30,2397,30,k,Owais,1/5 Stars,15-06-21,really bad experience i ordered kabab roll instead they send my chicken roll and even food panda didn't help me here really upset,Karachi
k2398,k30,2398,30,k,Muhammad,3/5 Stars,14-06-21,Roll phele se bhai patla kr diya hy,Karachi
k2399,k30,2399,30,k,Umair,1/5 Stars,13-06-21,Phli dafa jb order kra twister roll to thk tha per ab ki bar totally cornflour ki layer very disappointed r tikka to totally bkwas na chatni na piyaz 240 me 🙄😏,Karachi
k2400,k30,2400,30,k,Talal,1/5 Stars,12-06-21,"Not good... Broast was not properly cooked..
Behari boti quality and quantity too bad.. 😒",Karachi
k2401,k30,2401,30,k,ArsalanAhmed,4/5 Stars,10-06-21,Coalslaw nhi tha 😢,Karachi
